Sentimento,Texto
0,"Vingança e rancor é um veneno que a gente toma esperando que o outro morra. Lopes, Joca. #VideoShowAoVivo"
-1,"Alô NET, voces tão fora do ar?! Arrumem por favor que eu quero assistir #MasterChefBR hojeeee"
1,Fátima arrasa sempre!! #VideoShowAoVivo
0,Qual melhor mandiga pra trazer a mulher de volta?  #VideoShowAoVivo
1,Equipe azul só tem fera e agora? #MasterChefBR
1,A VOZ DA LUCEROOOOOO É A COISA MAIS LINDA QUE VOCÊS IRÃO OUVIR HOJE 
1,@masterchefbr O máximo #MasterChefBR
1,Que lindooo... História de Nossa Senhora de Fátima no #MaisVoce ❤❤❤❤
1,Começou o melhor da madrugada #TheNoite
-1,Chorando com o #encontro
1,"Rodrigo MEU AMOR Santoro😍😍😍😍❤️❤️❤️❤️ MARAVILHOSO no #ConversaComBial Lindo , Educado , inteligente , Talentoso e Humilde 👏🏻👏🏻👏🏻👏🏻"
1,Vai começarrrr #MasterChefBR
0,Vanessa da Matta tá parecendo a Beth Carvalho #altashoras
-1,#MasterChefBR vai ganhar o time azul 💙💙 Miriam ruim ruim ruim
0,Levar um dente? Ahahahahahaha #MasterChefBr
-1,"#Encontro rouba 3min, todo dia do jornal local. coloco na globo 10min depois da 12h pra n corre riscos. prefiro desencontrar #GloboGolpista"
0,E Miriam levando uma xoxada do chef? #MasterChefBR
0,#MaisVoce Só patada hoje KKK
0,Ana Luiza falando que as desgraças q estão acontecendo com o povo é praga do Leonardo hahahaha #MasterChefBR
1,Hoje é dia de?!?! #masterChefBr @MChefYuko @MChefAnaLuiza @MChefDeborah vamo que vamo meninas
-1,"Sobre esse MC aqui de Alagoas: Nunca ouvir falar, e vou continuar sem ouvir.  #VideoShowAoVivo"
1,#Encontro  Sigam o casal campeão do Power Couple da Record  @casalkamikaze 
-1,"Chateado porque o Vitor saiu, mas pelo menos não foi a Yuko #MasterChefBR"
1,Porra com a Deborah colocando a Miriam pra liderar o time adversário no próximo ep kkkkkkkkkkkkkkkkkkkk Deborah icone #MasterchefBR
0,"@MChefYuko 80% do programa reproduzem cultura europeia, mas se você traz referências fora desse eixo de poder não é chique? #MasterChefBR"
-1,pqp manooo #MasterChefBR
1,É o Tchan no #AltasHoras geeente! Já tô afastando o sofá aqui pra dançar muuuuito.
-1,Não vou mais torcer pra ninguém neste #MasterChefBR
0,e o nicholas prattes #VideoShowAoVivo
1,Espetacular o @roxmo de Vovó Mafalda ... #TheNoite
1,"Juro que queria dormir cedo, mas hoje tem #MasterChefBr"
0,"É um prato pra ser eliminado torçamos, porém não tenho muita certeza se sai #MasterChefBR"
1,Viviane Pasmanter rainha! #MaisVoce
0,#VideoShowAoVivo faça um #MeuVideoÉUmShow parte II com a Claudia Raia pra vermos o restante da carreira que faltou.
0,#Encontro Tenho espírito aventureiro só não tenho espírito do dinheiro kkkkkkkk #AmandoOPrograma #AproveitandoOAtestadoMedico kkk
-1,Vanessa só tem hino nacional na line up.
1,@MaisVoce_Globo Muito bom!! #MaisVocê
1,Vídeo Show Dia das mães tá ótimo! 😍
1,AUGUSTO DONO DO MEU SER CURY hoje no #ConversaComBial ❤️❤️❤️❤️
1,Só falta a Mirian sair pra completar o melhor episódio rsrsrsrs  #MasterChefBR
1,QUE LINDOOOOOO O #DomingoLegal
-1,Não existe programa mais inútil e sem graça que esse tal de  #Encontro
-1,o azul ta se enrolando AH NAO #MasterChefBR
-1,"Assistindo o #encontro , bateu aquela saudade da mamãe , abraço dela o castigo dela e o amor de sempre , coração apertado"
0,É agora hein #PEPECACHORA @OficialMrCatra #TheNoite
-1,Mano do céu não acredito que perdi Charlie Hunnam no #TheNoite
1,Aí eu ligo a TV e vejo a Ana Maria do lado do Louro José vestida de unicórnio. Kkkkk
-1,"Primeira vez que fiquei pra ver o #ConversaComBial daí esse cara de tecnologia é o que falou mal de influenciadores , que pena 😔😔 😔 ."
1,Queria que o dinheiro da minha conta bancária subisse igual esses números na tela do programa #MasterChefBR
1,A Sandy está LINDÍSSIMA! #encontro
-1,"Já foi na Fazenda, no BBB e no Power... A próxima será no #MasterChefBR ???"
1,"#Encontro.  Crianças são tão verdadeiras! Nós,  adultos, as transformamos."
-1,"Cissa, fala com os olhos abertos.! É muito feio falar com olhos fechados. Ridiculo. #EDeCasa"
1,Hahahaha... Maravilhoso @TiagoLeifert dançando no #Encontro
0,#SBTNotícias com as principais notícias do Brasil e do Mundo com @KarynBravo! É logo após o #TheNoite! #NãoPercam
1,Eh hj que o twitter pega fogo com a prova no ringue do #MasterChefBR
-1,To assistindo #masterchefbr  de novo p ver se o resultado muda ea mirian vaze no lugar do douglas kkkk
1,se esse thiago castanho olha assim pra mim eu fico até nervoso #MasterChefBR
1,#altashoras o programa tá mto legal hj!!
-1,nao da nem pra comer assistindo 🤢 #MasterChefBR
-1,"Gente, no final das contas, é só abóbora. Tudo é discussão hoje em dia.  #maisvoce #sinaldostempos"
1,Otaviano falando cuiabano
-1,#VideoShowAoVivo A falsa gorda é Claudia Raia!
1,@welldohnal Por isso que eu queria a @evelynregly no #EDeCasa. Ela é super natural e engraçada.
1,Unicórnio come nuvem! Hahahahaha #MaisVoce
1,Vida que segue. Adorei o ouriço do mar. Parece uma decoração chic. Tomara que a velha bruxa saia dessa vez. Já passou da hora. #MasterChefBR
-1,Ai gente não falem da Yuko 💔 #MasterChefBR
0,O FGTS não é descontado do funcionário #MaisVoce
1,limão siciliano é super paraenseEEEERROR! S2 #MasterChefBR
0,#MasterChefBR
1,#VídeoShowAoVivo  Otaviano. Você lembra de mlm Maria Cristina sou eu maria Cristina sou sou fan
1,"O que é a Ana Maria hj? Me manda esse pijamaaaaaa @ANAMARIABRAGA por favor, nunca te pedi nada 😉 hahahha #MaisVoce"
1,Fogaça é mto psicólogo mas Jaquan é o amor da minha vida
0,"Alguém tira esse avental vermelho do Leonardo, pfvr #MasterChefBR"
1,Adoooro 'É o tchan' #altashoras
1,#MasterChefBR Como eu amo esse programa
0,#MasterChefBR.        
-1,Fé no pai que hoje o Leonardo sai #MasterChefBR
0,Nelson Xavier um ícone na televisão brasileira descanse em paz #VideoShowAoVivo
0,Casas pernambucanas ainda sobrevive. #Encontro
0,É Hoje Bebel 👩🏽‍🍳👨🏽‍🍳 #MasterChefBR
1,"Se for comparar, a Fátima quase sempre teve os cortes de cabelo parecidos com o da Celine Dion. Duas rainhas ❤ #VideoShowAoVivo"
-1,Fiquei tão nervosa e chorei tanto com o @MChefVitorB no #MasterChefBR
-1,MEEEEEU DEEEEEEUS 😭😭😭😭😭😭😭😭😭😭😭 #DomingoLegal
-1,"Existe a falsa impressão de que o avanço da idade valorize o homem e desvalorize a mulher, o que causa preconceito até hoje. #Encontro"
0,date  essa é nova #masterchefbr 💑
1,@dio_rivotril Seeeerio? Mdssssss agora tenho mais motivo pra torcer por ele e ele ser meh crush.. #MasterChefBR
-1,@CentralDeFasSA Hj chorei com a Sôf e a Branca assistindo o live do gshow e a noite quero chorar com elas no #altashoras tbm👌💗😗 kkkkkkkkkkkk
-1,Coitado do Vitor! Melhoras pra ele #MasterChefBR
1,Olha meus amores ❤ @cortezrafa Monica Iozzi #VideoShowAoVivo 😍😍
-1,Fabrizio não vai cagar cm tudo #MasterChefBR
-1,#MasterChefBR nem assisto
1,"Irmãs Galvão, pq vcs não são minhas avós! Kkkk."
1,E essa tatuagem na mão esquerda com o nome dela &lt;3 #Encontro
1,Nando Reis no #Encontro  ❤️
1,Não assisto muito #MaisVoce por que eu estou na faculdade esse horário e antes era por que eu ficava passando vontade com essas comidas kkk
1,Acho que tenho parentesco com a Fernanda Freitas pq tbm to sempre suada #MaisVoce
1,"Eu tenho resistencia a dor, mas não tive dilatação, ou seja cesarea, pra mim foi tranquilo #AltasHoras"
1,"@MaiaraeMaraisa essas gêmeas estão famosinhas demais, amo tanto 👏🏻😍 #MaiaraeMaraisaNoBial #ConversaComBial"
-1,"E hoje eu to tipo a Sophia, chorando por tudo #AltasHoras"
0,O @otacosta tá de volta #VideoShowAoVivo
1,"Orgulho do cantor, representando sempre #EDeCasa @Rua15Saulo"
0,Domingo Record x SBT:📺
1,Sensacional @DaniloGentili - fez as perguntas pontuais e necessárias pra esclarecer e informar!!! Vale a pena zumbizar amanhã!! #TheNoite
-1,#ConversaComBial escritora entendeu errado. A mulher falou que o marido trabalhava com ASFALTO. Sou de Fortaleza também.
-1,#MasterChefBR no H&amp;H
0,Começou o #TheNoite
1,#Encontro ACHO QUE EU AMEI MESMO DISTANTE! Que lindo Nando Reis...
1,#maisvoce Me Julguem! Pegaria o @danstulbach sem medo de ser feliz! Gato demais!
-1,Não desconstrua a galinha seus monstros. #MasterChefBR
-1,#VídeoShowAoVivo Otaviano. Estou triste estou triste carinha triste você não lembra de mlm isnif innif isnif carinha triste 😭😭😭😭
1,De longe esse foi o melhor ep do #MasterChefBR
0,Meu pai tá na TV #McCatra #TheNoite 😘
-1,@alex_verly Ahhh não... Voce vendo #MasterChefBR  kkkkkkk
-1,NÃO ACREDITO QUE O VITOR B SAIU MEU DEUS CANCELAR O PROGRAMA #MasterChefBR
1,"Lindo demais as cenas do Serginho com a mãe, sempre presente. Maravilhoso!! #AltasHoras"
1,"Nayane me conquistou tbm.. adoro ela com medo da Paola, me emociona sempre, ainda mais hoje com as palavras que a Paola disse #MasterChefBR"
1,#thenoite.@DaniloGentili massa hoje
0,Acho a Juliana Paes um pouco parecida com a Mila Kunis  #VídeoShowAoVivo
1,"Nunca conheci uma atriz tão dedicada e CDF como a Vivianne Pasmanter, ela cai de cabeça na profissão, uma excelente atriz, Linda"
1,"A face dessa mulher me acalma. Gosto de ver de manhã e de tarde, entendeu? #VideoShowAoVivo"
1,JOÃO BRAVO *-* q lindinhoooooo #VideoShowAoVivo
-1,Oque vai ser dessa cozinha sem o brilho do @MChefDouglas ?#MasterChefBR
-1,"Se ela trabalha o problema é dela, ela que contrate uma empregada VC TA LOUCO DE DROGA MEU QUERIDO? #Encontro"
1,@pefabiodemelo tão bom ver sua pessoa sendo gente como a gente. Kkkkkkk. Adorei sua #ConversaComBial
0,"Quem aparece no clipe do Guilherme Arantes, é a Totia Meireles #VideoShowAoVivo"
1,"#ConversaComBial Eu não sei pra onde vou, mas sei que não vou por aí... Estou indo."
1,"Linda entrevista do queridíssimo @benebarbosa_mvb ao #TheNoite. De forma fácil, direta e c/ humor destruiu as falácias dos desarmamentistas!"
-1,"eu não suporto esse Leonardo, bicho chato do caralho chupa a Ana Luísa ficando e com prato elogiadíssimo seu trouxa #MasterChefBR"
-1,Bicho de 7 Cabeças filme mais superestimado do cinema Brasileiro #ConversaComBial
1,"Vivianne Pasmanter está irreconhecível no papel da Germana em #NovoMundo morro de rir, ótima atriz #MaisVoce"
-1,"Como assim, nosso crush Victor B saiu? Uma semana  depois de ter sido ninja, poxa.. #cabôbeleza #MasterChefBr"
1,esse corpo atlético do @victeiro no #TheNoite é maravilhoso
0,Como foi o depoimento do bandido? Já podemos ter uma previsão de quando ele vai ser preso?#LulaNaCadeia #TheNoite
-1,#MasterChefBR o Leonardo sempre fica chorando nos depoimentos kkk
-1,Eu tô tensa real
-1,Esperando o #ConversaComBial começar... 💤💤💤💤💤
1,#FicaYuko a melhor do #MasterChefBR
1,Eu amo a Yuko!!!!!!!!  #MasterChefBR
1,#ConversaComBial  Começou  
0,"#Encontro Fátima vai falar sobre pessoas que não conseguem demostrar sentimentos, podia ter citado meu nome como exemplo"
1,ZzzZzzZZzzzZzzzz... dia Pós #MasterChefBR 
-1,"#VideoShowAoVivo fiquei ""aguarrada"" na TV achando que era a Claudia Raia 🙄"
-1,"#MaisVoce Namaria é desinformada! FGTS não é descontado, e sim recolhido! Essa mulher só dá bola fora! Volta TV Globinho!"
1,"Viviane Pasmanter, essa linda! ❤ "
-1,primeiro prato que a menina n faz merda e vcs ai enaltecendo  #MasterChefBR
-1,Não entendo essa super proteção com a Miriam. Desnecessário isso. #MasterChefBR
1,#MaisVoce loro os unicórnios comem paçoca Amo vcs♥❤💙💚💛💜
-1,Gente rica não tem o direito de reclamar de porra nenhuma #Encontro
1,Gosto das palavras dessa mulher ai. É psicologa? #encontro
0,Qnt tempo que não assisto #AltasHoras  !!
1,Paola tá parecendo a Diana Prince antes de virar Mulher-Maravilha. #MasterChefBR
1,Daqui a pouquinho tem o elenco de Carinha de Anjo no #DomingoLegal 😍😍😍 #CarinhaDeAnjo #SBT
-1,"#Encontro ""Homem que é Homem não lava louça""  AMIGÃO tá ferrado"
1,Caroline rainha de mais #MasterChefBR
1,"Ninguém fala mal do patrão na cara, so quando quer a demissão kakakaka #ConversaComBial"
-1,Que geração é essa que não sabe dançar É o Tchan??!! #AltasHoras #EoTchannoAltasHoras
0,Qual e o seu status de relacionamento atualmente?
1,Seria muito pedir para passar #MasterChefBR todos os dias?
1,#AltasHoras mesmo deitada estou me acabando com É o Tchan! Adorooooo💃💃💃😍
1,#VideoShowAoVivo Fátima  é guerreira só por ser mãe de 3 de uma vez
1,#Encontro adorei a participação da Fátima no #Videoshowaovivo
-1,esse aí nao casa mesmo #Encontro
-1,"À saída do @MChefDouglas com a frase ""Já que é pra tombar, tombei"" foi épica. 👏🏾 Maior vacilo a eliminação dele  #MasterChefBR"
0,carai 3 pontos #MasterChefBR
1,Fãs queremos muito  #SamAlves no #AltasHoras  saudades  @oserginho
-1,#Encontro todo mundo ta vendo que esse cara foi pago pra falar merda... Só pra alimentar as feministas que precisar se empoderar
1,Viviane Pasmanter tá tão linda. #MaisVocê
-1,#MasterChefBr imagina eu de boa saindo do trabalho e dando de cara com o Fogaça kkkkkkkk socorro
1,Quero saber porque o #AltasHoras não está em primeiro como de costume
-1,"Queridos conhecidos, saibam que não me verão nunca mais por motivos de: @MChefVitorB me matou do coração hoje. #MasterChefBR"
1,#DomingoLegal TIME VERDE VAI GANHAR !!!
1,"A psicóloga do #Encontro querendo q todos engulam o ""Meu partido é o meu Brasil"". Anotado, amore...."
-1,CARAAAAAA.. JÁ TÔ NA SOFRENCIA AQUIII VIADOOO! 😍😍😍😍
1,"Douglas é uma gracinha (ele disse q ñ choraria p/ñ manchar a maquiagem, adorei), mas fez sobremesa com peixe, ñ dá. #MasterChefBR"
-1,"@LulapeloBrasil, o defensor brasileiro, não pêra, é o Sérgio Moro que é o defensor brasileiro kkkkkkkkkkkkk kkkkkkkkkkkkk #TheNoite"
1,"Não basta assistir o #masterchefbr na terça, tem que ver a reprise sexta no Discovery 😍"
-1,Quem é esse q tá no #EDeCasa ?!
0,Direto do túnel do tempo #VídeoShowAoVivo
-1,#MaisVoce tá sem assunto mesmo com essa coisa de unicórnio né
1,"Se a Aderlize estivesse na #EquipeAzul, esse seria o time perfeito. #MasterChefBR"
1,Que gracinha esse momento do Serginho #AltasHoras
1,Sandy fofa #Encontro
1,@TVGloboInter Já estou aqui vendo o Willian Waack só esperando o Bial chegar com elas Maiara e Maraisa #ConversaComBial Não perderei.😘
-1,#Encontro o negão cortou Fátima legal
-1,"A bichona veia cita só os ladrões do PMDB e PSDB, ladrões do PT são sempre Inocentes para os globais comunistas da barra. #ConversaComBial"
1,Nossa senhora de Fátima na blusa da namaria!! Amo demais 😍😍😍😍 #MaisVocê @MaisVoce_Globo
0,EU QUE TINHA TUDO
1,A calça do Padre ta combinando com o cenário @pefabiodemelo  #ConversaComBial
1,"#VideoShowAoVivo tudo de bom essa tarde , beijos a todos manda um beijo para Porto Velho😁😀😊"
-1,"Ana Luiza ta com cara de quem vai se lascar, tomara que não. Sempre as que eu torço perdem :/ #MasterChefBR"
1,Se a Paola é o date ela fica pro café da manhã ólhã #MasterChefBR
1,REDE GLOBO DE MEMES #ConversaComBial
0,É o Nicolas Prattes  
1,EU TO MORRENDO COM A FILHA DA VANEESA DA MATA KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK #ALTASHORAS
-1,ODEIO A PLATEIA DO #altashoras PIOR GERAÇÃO DE JOVENS NA PLATEIA! Desanimam qualquer artista.
-1,Hoje é dia de #MasterChefBR e a minha janta é pão com ovo.
1,"meu Deus Ana foi:Abobora,o Ferro e agora isso depois tu num reclama q o povo fica tirando onda lkkkkkkkkkkkkk"
0,Meu pai tá na tv #TheNoite
0,Quanto tempo que não assisto o #TheNoite
1,Fátima Bernardes é exemplo: de profissional e de ser humano. Só quero conhecê-la logo. 👑 #VideoShowAoVivo
-1,"O Maluma tá dando a entrevista no The Noite em inglês. Qual o sentido, bicho? #thenoite"
-1,"O Vitor B saiu, to triste, não to feliz #MasterChefBR"
1,Meu cardápio: suco Detox e macarronada com queijo ralado kkkk #MasterChefBR
1,Cissa Guimarães e @euandremarques causam no #ÉDeCasa
1,Hahahahaha o danilo leva mt jeito 😂😂😂 #sqn #TheNoite
-1,chorei real com essa prova do Vitor sozinho #MasterChefBR
1,Como não ser fã de um cara que é a favor do porte de armas @OficialMrCatra  #TheNoite
1,@masterchefbr @MChefVitorB Até pq ela não eh louca de me culpar pq eu sou o participante mais gente boa dessa bagaça! #MasterChefBR
1,Bora bem de boa ver #MasterChefBR
-1,"essa Mirian é um sacooooo, odeio essa mulher #MasterChefBR"
1,Assunto mto importante no #encontro hj e laura Carneiro tb ta falando disso hj @JeffDovamni @FundacaoAbrinq #lauranafolha
1,#SBTNotícias com as principais notícias do Brasil e do Mundo com @KarynBravo! É já já logo após o #TheNoite!
-1,#MasterChefBR
-1,"Não acredito que meu xará, @MChefDouglas, saiu! Injustiça... mas, se tiver repescagem, ele volta! o/ #MasterChefBR"
-1,2017 e os xóvens fazendo as mesmas perguntas de sempre pros artistas. #AltasHoras
-1,E o choro forçado da Bruxa do 71 ? @MChefMirian uó tenho vontade de vomitar quando vejo essa mulher #MasterChefBR
-1,"É por nada não, mas é cada prato feio  #MasterChefBR"
-1,NAO FALA DA ANA SEU MALA #MasterChefBR
-1,ESSE SERTANEJO QUE TÁ NA FÁTIMA PARECE COM AQUELES DE CABELO ROSA DA DIVA DA DEPRESSÃO #ENCONTRO
0,PARA TUDO!! Amanhaa tem EMILLY ARAUJO NO #VideoShowAoVivo 😱😱😱😱
1,Já entrando no clima pro #MasterChefBR ! Hoje tem!
-1,"@masterchefbr @TwitterMediaBR @BandTV Essa mídia golpista adora um anúncio do governo ilegítimo , até no #MasterChefBR, né não?"
0,Gente Maluma são várias pessoas né? Ele fica diferente a cada vez que aparece #thenoite
-1,@anapaulapadrao perguntando se estão gostando. Minha resposta: NÃO! #MasterChefBR
1,tive q meter aquele pão com queijo e peito de peru pra assistir masterchef pois fome #MasterChefBR
1,Ele é realmente aquele gato ? 😂😂😂😂😂😂 #TheNoite
1,Fernanda de Freitas é maravilhosa. Amo desde a TV Globinho. #maisvocê
1,Acho que aas pessoas mais finas do #MasterchefBr sao @MChefTaise e @MChefMichele... Olha a postura e classe dessas molieres
0,Alô lorinha ô lorinha você sabe mexer #altashoras #eotchannoaltashoras
1,@SandyLeah estará no #Encontro 
1,sigam me os bons @IsabelaGarnes #VerãoComDetremuraSDV #MafiaSDV #SDV?L=6819 #happymothersday #SophiaAbrah #AltasHoras 6819
0,e esse platinado NaMaria #MaisVoce
1,@oserginho vc é incrível cara!!! #AltasHoras
-1,To sentindo que seremos tombados e o Azul vai perder. Espero q eu esteja errado #MasterChefBR
